| Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 280  | Reuniclus          |  0.00265% | 469    |  0.095% | 228    |  0.099% | 
 | 281  | Scovillain         |  0.00256% | 145    |  0.029% | 60     |  0.026% | 
 | 282  | Dugtrio            |  0.00252% | 97     |  0.020% | 37     |  0.016% | 
 | 283  | Torracat           |  0.00251% | 65     |  0.013% | 35     |  0.015% | 
 | 284  | Cyclizar           |  0.00247% | 233    |  0.047% | 107    |  0.046% | 
 | 285  | Duraludon          |  0.00241% | 216    |  0.044% | 87     |  0.038% | 
 | 286  | Poliwrath          |  0.00239% | 115    |  0.023% | 61     |  0.026% | 
 | 287  | Virizion           |  0.00236% | 58     |  0.012% | 26     |  0.011% | 
 | 288  | Pikachu            |  0.00231% | 414    |  0.084% | 140    |  0.061% | 
 | 289  | Passimian          |  0.00230% | 42     |  0.009% | 10     |  0.004% | 
 | 290  | Dragalge           |  0.00227% | 261    |  0.053% | 128    |  0.055% | 
 | 291  | Toxtricity         |  0.00222% | 248    |  0.050% | 117    |  0.051% | 
 | 292  | Volbeat            |  0.00222% | 120    |  0.024% | 43     |  0.019% | 
 | 293  | Lurantis           |  0.00215% | 126    |  0.026% | 59     |  0.026% | 
 | 294  | Golem              |  0.00211% | 73     |  0.015% | 27     |  0.012% | 
 | 295  | Golurk             |  0.00201% | 157    |  0.032% | 62     |  0.027% | 
 | 296  | Qwilfish-Hisui     |  0.00199% | 97     |  0.020% | 38     |  0.016% | 
 | 297  | Leavanny           |  0.00198% | 15     |  0.003% | 4      |  0.002% | 
 | 298  | Dedenne            |  0.00186% | 38     |  0.008% | 16     |  0.007% | 
 | 299  | Typhlosion         |  0.00179% | 180    |  0.037% | 88     |  0.038% | 
 | 300  | Cloyster           |  0.00179% | 221    |  0.045% | 99     |  0.043% | 
 | 301  | Charjabug          |  0.00179% | 157    |  0.032% | 54     |  0.023% | 
 | 302  | Greninja           |  0.00171% | 319    |  0.065% | 138    |  0.060% | 
 | 303  | Haxorus            |  0.00170% | 243    |  0.049% | 112    |  0.048% | 
 | 304  | Eiscue             |  0.00169% | 55     |  0.011% | 27     |  0.012% | 
 | 305  | Prinplup           |  0.00168% | 11     |  0.002% | 4      |  0.002% | 
 | 306  | Piplup             |  0.00168% | 16     |  0.003% | 0      |  0.000% | 
 | 307  | Persian-Alola      |  0.00161% | 62     |  0.013% | 24     |  0.010% | 
 | 308  | Yanmega            |  0.00158% | 140    |  0.028% | 87     |  0.038% | 
 | 309  | Magmortar          |  0.00157% | 95     |  0.019% | 47     |  0.020% | 
 | 310  | Zebstrika          |  0.00154% | 52     |  0.011% | 15     |  0.006% | 
 | 311  | Salazzle           |  0.00143% | 335    |  0.068% | 137    |  0.059% | 
 | 312  | Luxray             |  0.00128% | 114    |  0.023% | 39     |  0.017% | 
 | 313  | Electrode          |  0.00125% | 25     |  0.005% | 6      |  0.003% | 
 | 314  | Piloswine          |  0.00124% | 21     |  0.004% | 11     |  0.005% | 
 | 315  | Ambipom            |  0.00123% | 456    |  0.092% | 195    |  0.084% | 
 | 316  | Froslass           |  0.00120% | 188    |  0.038% | 70     |  0.030% | 
 | 317  | Eelektross         |  0.00117% | 158    |  0.032% | 69     |  0.030% | 
 | 318  | Sentret            |  0.00115% | 15     |  0.003% | 8      |  0.003% | 
 | 319  | Emboar             |  0.00114% | 109    |  0.022% | 65     |  0.028% | 
 | 320  | Sneasel            |  0.00109% | 44     |  0.009% | 18     |  0.008% | 
 | 321  | Gothorita          |  0.00107% | 124    |  0.025% | 36     |  0.016% | 
 | 322  | Oricorio-Pom-Pom   |  0.00107% | 78     |  0.016% | 35     |  0.015% | 
 | 323  | Braviary-Hisui     |  0.00101% | 321    |  0.065% | 142    |  0.061% | 
 | 324  | Inteleon           |  0.00101% | 265    |  0.054% | 103    |  0.045% | 
 | 325  | Lycanroc-Dusk      |  0.00101% | 161    |  0.033% | 62     |  0.027% | 
 | 326  | Cinccino           |  0.00097% | 331    |  0.067% | 132    |  0.057% | 
 | 327  | Uxie               |  0.00096% | 135    |  0.027% | 29     |  0.013% | 
 | 328  | Kubfu              |  0.00095% | 1      |  0.000% | 0      |  0.000% | 
 | 329  | Trapinch           |  0.00095% | 6      |  0.001% | 0      |  0.000% | 
 | 330  | Palossand          |  0.00090% | 77     |  0.016% | 21     |  0.009% | 
 | 331  | Noivern            |  0.00089% | 101    |  0.020% | 31     |  0.013% | 
 | 332  | Drednaw            |  0.00089% | 110    |  0.022% | 63     |  0.027% | 
 | 333  | Dusknoir           |  0.00081% | 227    |  0.046% | 71     |  0.031% | 
 | 334  | Copperajah         |  0.00078% | 94     |  0.019% | 37     |  0.016% | 
 | 335  | Meganium           |  0.00077% | 155    |  0.031% | 54     |  0.023% | 
 | 336  | Avalugg-Hisui      |  0.00077% | 114    |  0.023% | 35     |  0.015% | 
 | 337  | Greedent           |  0.00076% | 59     |  0.012% | 27     |  0.012% | 
 | 338  | Decidueye          |  0.00068% | 133    |  0.027% | 53     |  0.023% | 
 | 339  | Dipplin            |  0.00060% | 92     |  0.019% | 31     |  0.013% | 
 | 340  | Seviper            |  0.00059% | 5      |  0.001% | 3      |  0.001% | 
 | 341  | Seel               |  0.00058% | 4      |  0.001% | 1      |  0.000% | 
 | 342  | Tropius            |  0.00054% | 78     |  0.016% | 30     |  0.013% | 
 | 343  | Magikarp           |  0.00047% | 6      |  0.001% | 0      |  0.000% | 
 | 344  | Sandaconda         |  0.00047% | 99     |  0.020% | 37     |  0.016% | 
 | 345  | Toedscruel         |  0.00046% | 258    |  0.052% | 97     |  0.042% | 
 | 346  | Gogoat             |  0.00045% | 27     |  0.005% | 12     |  0.005% | 
 | 347  | Espeon             |  0.00045% | 440    |  0.089% | 186    |  0.081% | 
 | 348  | Houndoom           |  0.00042% | 57     |  0.012% | 22     |  0.010% | 
 | 349  | Tentacruel         |  0.00041% | 184    |  0.037% | 71     |  0.031% | 
 | 350  | Sudowoodo          |  0.00040% | 11     |  0.002% | 6      |  0.003% | 
 | 351  | Goodra             |  0.00038% | 366    |  0.074% | 151    |  0.065% | 
 | 352  | Leafeon            |  0.00037% | 109    |  0.022% | 37     |  0.016% | 
 | 353  | Spiritomb          |  0.00035% | 215    |  0.044% | 60     |  0.026% | 
 | 354  | Bombirdier         |  0.00034% | 84     |  0.017% | 34     |  0.015% | 
 | 355  | Magneton           |  0.00033% | 22     |  0.004% | 2      |  0.001% | 
 | 356  | Wooper-Paldea      |  0.00033% | 2      |  0.000% | 0      |  0.000% | 
 | 357  | Sawsbuck           |  0.00033% | 17     |  0.003% | 12     |  0.005% | 
 | 358  | Carbink            |  0.00031% | 131    |  0.027% | 46     |  0.020% | 
 | 359  | Slowpoke           |  0.00031% | 37     |  0.008% | 15     |  0.006% | 
 | 360  | Morpeko            |  0.00031% | 57     |  0.012% | 28     |  0.012% | 
 | 361  | Flygon             |  0.00030% | 144    |  0.029% | 64     |  0.028% | 
 | 362  | Electivire         |  0.00029% | 251    |  0.051% | 104    |  0.045% | 
 | 363  | Falinks            |  0.00029% | 106    |  0.022% | 40     |  0.017% | 
 | 364  | Minun              |  0.00029% | 74     |  0.015% | 18     |  0.008% | 
 | 365  | Beartic            |  0.00028% | 105    |  0.021% | 54     |  0.023% | 
 | 366  | Haunter            |  0.00026% | 29     |  0.006% | 10     |  0.004% | 
 | 367  | Lokix              |  0.00026% | 33     |  0.007% | 15     |  0.006% | 
 | 368  | Golduck            |  0.00025% | 57     |  0.012% | 25     |  0.011% | 
 | 369  | Basculin           |  0.00025% | 19     |  0.004% | 12     |  0.005% | 
 | 370  | Donphan            |  0.00024% | 20     |  0.004% | 5      |  0.002% | 
 | 371  | Snover             |  0.00024% | 13     |  0.003% | 9      |  0.004% | 
 | 372  | Golem-Alola        |  0.00024% | 152    |  0.031% | 73     |  0.032% | 
 | 373  | Dodrio             |  0.00023% | 67     |  0.014% | 24     |  0.010% | 
 | 374  | Zangoose           |  0.00023% | 25     |  0.005% | 10     |  0.004% | 
 | 375  | Cryogonal          |  0.00023% | 30     |  0.006% | 15     |  0.006% | 
 | 376  | Cacturne           |  0.00022% | 70     |  0.014% | 39     |  0.017% | 
 | 377  | Mightyena          |  0.00022% | 38     |  0.008% | 22     |  0.010% | 
 | 378  | Clawitzer          |  0.00022% | 96     |  0.019% | 44     |  0.019% | 
 | 379  | Flapple            |  0.00022% | 25     |  0.005% | 7      |  0.003% | 
 | 380  | Lanturn            |  0.00021% | 110    |  0.022% | 49     |  0.021% | 
 | 381  | Thwackey           |  0.00021% | 11     |  0.002% | 9      |  0.004% | 
 | 382  | Glalie             |  0.00020% | 24     |  0.005% | 12     |  0.005% | 
 | 383  | Cetoddle           |  0.00020% | 3      |  0.001% | 0      |  0.000% | 
 | 384  | Flareon            |  0.00019% | 33     |  0.007% | 12     |  0.005% | 
 | 385  | Skarmory           |  0.00018% | 105    |  0.021% | 39     |  0.017% | 
 | 386  | Meditite           |  0.00018% | 2      |  0.000% | 0      |  0.000% | 
 | 387  | Jolteon            |  0.00018% | 158    |  0.032% | 57     |  0.025% | 
 | 388  | Sandslash-Alola    |  0.00017% | 369    |  0.075% | 164    |  0.071% | 
 | 389  | Galvantula         |  0.00017% | 77     |  0.016% | 17     |  0.007% | 
 | 390  | Avalugg            |  0.00017% | 141    |  0.029% | 64     |  0.028% | 
 | 391  | Dugtrio-Alola      |  0.00016% | 32     |  0.006% | 15     |  0.006% | 
 | 392  | Probopass          |  0.00015% | 85     |  0.017% | 45     |  0.019% | 
 | 393  | Glimmet            |  0.00015% | 10     |  0.002% | 2      |  0.001% | 
 | 394  | Polteageist        |  0.00015% | 96     |  0.019% | 25     |  0.011% | 
 | 395  | Raichu-Alola       |  0.00014% | 76     |  0.015% | 33     |  0.014% | 
 | 396  | Tauros             |  0.00014% | 45     |  0.009% | 15     |  0.006% | 
 | 397  | Koffing            |  0.00013% | 29     |  0.006% | 11     |  0.005% | 
 | 398  | Vileplume          |  0.00013% | 88     |  0.018% | 36     |  0.016% | 
 | 399  | Sunflora           |  0.00012% | 16     |  0.003% | 7      |  0.003% | 
 | 400  | Bellossom          |  0.00011% | 27     |  0.005% | 10     |  0.004% | 
 | 401  | Venomoth           |  0.00011% | 16     |  0.003% | 7      |  0.003% | 
 | 402  | Qwilfish           |  0.00011% | 63     |  0.013% | 42     |  0.018% | 
 | 403  | Quagsire           |  0.00011% | 28     |  0.006% | 10     |  0.004% | 
 | 404  | Alomomola          |  0.00011% | 77     |  0.016% | 24     |  0.010% | 
 | 405  | Munchlax           |  0.00011% | 42     |  0.009% | 9      |  0.004% | 
 | 406  | Altaria            |  0.00011% | 153    |  0.031% | 48     |  0.021% | 
 | 407  | Chimecho           |  0.00010% | 7      |  0.001% | 3      |  0.001% | 
 | 408  | Forretress         |  0.00010% | 69     |  0.014% | 16     |  0.007% | 
 | 409  | Klawf              |  0.00010% | 23     |  0.005% | 9      |  0.004% | 
 | 410  | Masquerain         |  0.00010% | 57     |  0.012% | 25     |  0.011% | 
 | 411  | Spidops            |  0.00010% | 48     |  0.010% | 12     |  0.005% | 
 | 412  | Whiscash           |  0.00010% | 8      |  0.002% | 2      |  0.001% | 
 | 413  | Arbok              |  0.00009% | 277    |  0.056% | 115    |  0.050% | 
 | 414  | Seedot             |  0.00009% | 10     |  0.002% | 6      |  0.003% | 
 | 415  | Tandemaus          |  0.00009% | 4      |  0.001% | 1      |  0.000% | 
 | 416  | Gulpin             |  0.00008% | 11     |  0.002% | 7      |  0.003% | 
 | 417  | Gloom              |  0.00008% | 65     |  0.013% | 23     |  0.010% | 
 | 418  | Plusle             |  0.00007% | 31     |  0.006% | 15     |  0.006% | 
 | 419  | Jigglypuff         |  0.00007% | 30     |  0.006% | 13     |  0.006% | 
 | 420  | Furret             |  0.00007% | 27     |  0.005% | 7      |  0.003% | 
 | 421  | Wartortle          |  0.00007% | 32     |  0.006% | 14     |  0.006% | 
 | 422  | Hitmonlee          |  0.00007% | 69     |  0.014% | 38     |  0.016% | 
 | 423  | Ampharos           |  0.00007% | 61     |  0.012% | 28     |  0.012% | 
 | 424  | Magcargo           |  0.00006% | 9      |  0.002% | 3      |  0.001% | 
 | 425  | Girafarig          |  0.00006% | 9      |  0.002% | 2      |  0.001% | 
 | 426  | Lycanroc-Midnight  |  0.00006% | 53     |  0.011% | 25     |  0.011% | 
 | 427  | Cottonee           |  0.00005% | 8      |  0.002% | 3      |  0.001% | 
 | 428  | Grumpig            |  0.00005% | 28     |  0.006% | 8      |  0.003% | 
 | 429  | Lechonk            |  0.00005% | 50     |  0.010% | 14     |  0.006% | 
 | 430  | Psyduck            |  0.00004% | 38     |  0.008% | 10     |  0.004% | 
 | 431  | Sneasel-Hisui      |  0.00004% | 12     |  0.002% | 3      |  0.001% | 
 | 432  | Banette            |  0.00004% | 25     |  0.005% | 13     |  0.006% | 
 | 433  | Appletun           |  0.00004% | 83     |  0.017% | 28     |  0.012% | 
 | 434  | Muk                |  0.00004% | 22     |  0.004% | 10     |  0.004% | 
 | 435  | Oinkologne         |  0.00003% | 9      |  0.002% | 0      |  0.000% | 
 | 436  | Veluza             |  0.00003% | 42     |  0.009% | 13     |  0.006% | 
 | 437  | Honchkrow          |  0.00003% | 69     |  0.014% | 31     |  0.013% | 
 | 438  | Wugtrio            |  0.00003% | 24     |  0.005% | 5      |  0.002% | 
 | 439  | Poltchageist       |  0.00003% | 6      |  0.001% | 1      |  0.000% | 
 | 440  | Pichu              |  0.00002% | 2      |  0.000% | 1      |  0.000% | 
 | 441  | Lumineon           |  0.00002% | 64     |  0.013% | 27     |  0.012% | 
 | 442  | Oricorio-Sensu     |  0.00002% | 44     |  0.009% | 24     |  0.010% | 
 | 443  | Sandslash          |  0.00002% | 21     |  0.004% | 8      |  0.003% | 
 | 444  | Rockruff           |  0.00002% | 3      |  0.001% | 0      |  0.000% | 
 | 445  | Shellos            |  0.00002% | 1      |  0.000% | 1      |  0.000% | 
 | 446  | Squawkabilly       |  0.00002% | 26     |  0.005% | 11     |  0.005% | 
 | 447  | Delibird           |  0.00002% | 6      |  0.001% | 4      |  0.002% | 
 | 448  | Naclstack          |  0.00002% | 13     |  0.003% | 7      |  0.003% | 
 | 449  | Rotom-Fan          |  0.00002% | 5      |  0.001% | 3      |  0.001% | 
 | 450  | Salandit           |  0.00002% | 3      |  0.001% | 2      |  0.001% | 
 | 451  | Persian            |  0.00002% | 36     |  0.007% | 13     |  0.006% | 
 | 452  | Vespiquen          |  0.00001% | 23     |  0.005% | 9      |  0.004% | 
 | 453  | Swadloon           |  0.00001% | 3      |  0.001% | 0      |  0.000% | 
 | 454  | Braixen            |  0.00001% | 37     |  0.008% | 9      |  0.004% | 
 | 455  | Komala             |  0.00001% | 10     |  0.002% | 2      |  0.001% | 
 | 456  | Toucannon          |  0.00001% | 21     |  0.004% | 12     |  0.005% | 
 | 457  | Skuntank           |  0.00001% | 67     |  0.014% | 42     |  0.018% | 
 | 458  | Drifloon           |  0.00001% | 13     |  0.003% | 4      |  0.002% | 
 | 459  | Granbull           |  0.00001% | 34     |  0.007% | 14     |  0.006% | 
 | 460  | Seadra             |  0.00001% | 2      |  0.000% | 0      |  0.000% | 
 | 461  | Zoroark            |  0.00001% | 24     |  0.005% | 6      |  0.003% | 
 | 462  | Numel              |  0.00001% | 4      |  0.001% | 2      |  0.001% | 
 | 463  | Mabosstiff         |  0.00001% | 35     |  0.007% | 16     |  0.007% | 
 | 464  | Bayleef            |  0.00000% | 6      |  0.001% | 0      |  0.000% | 
 | 465  | Hitmonchan         |  0.00000% | 25     |  0.005% | 9      |  0.004% | 
 | 466  | Rotom              |  0.00000% | 12     |  0.002% | 1      |  0.000% | 
 | 467  | Shelgon            |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 468  | Gligar             |  0.00000% | 9      |  0.002% | 4      |  0.002% | 
 | 469  | Chansey            |  0.00000% | 94     |  0.019% | 32     |  0.014% | 
 | 470  | Oricorio           |  0.00000% | 9      |  0.002% | 4      |  0.002% | 
 | 471  | Fletchinder        |  0.00000% | 9      |  0.002% | 6      |  0.003% | 
 | 472  | Buizel             |  0.00000% | 13     |  0.003% | 5      |  0.002% | 
 | 473  | Spinarak           |  0.00000% | 13     |  0.003% | 7      |  0.003% | 
 | 474  | Bronzor            |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 475  | Eevee              |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 476  | Fletchling         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 477  | Sliggoo-Hisui      |  0.00000% | 27     |  0.005% | 7      |  0.003% | 
 | 478  | Minccino           |  0.00000% | 7      |  0.001% | 3      |  0.001% | 
 | 479  | Venonat            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 480  | Toedscool          |  0.00000% | 17     |  0.003% | 7      |  0.003% | 
 | 481  | Kricketune         |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 482  | Dunsparce          |  0.00000% | 11     |  0.002% | 8      |  0.003% | 
 | 483  | Poliwhirl          |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 484  | Poliwag            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 485  | Quilava            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 486  | Swanna             |  0.00000% | 19     |  0.004% | 5      |  0.002% | 
 | 487  | Wooper             |  0.00000% | 10     |  0.002% | 1      |  0.000% | 
 | 488  | Duosion            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 489  | Combusken          |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 490  | Dragonair          |  0.00000% | 9      |  0.002% | 2      |  0.001% | 
 | 491  | Primeape           |  0.00000% | 68     |  0.014% | 31     |  0.013% | 
 | 492  | Mismagius          |  0.00000% | 28     |  0.006% | 12     |  0.005% | 
 | 493  | Dewpider           |  0.00000% | 12     |  0.002% | 4      |  0.002% | 
 | 494  | Wattrel            |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 495  | Foongus            |  0.00000% | 7      |  0.001% | 3      |  0.001% | 
 | 496  | Totodile           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 497  | Gastly             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 498  | Voltorb-Hisui      |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 499  | Growlithe-Hisui    |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 500  | Shieldon           |  0.00000% | 4      |  0.001% | 3      |  0.001% | 
 | 501  | Croconaw           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 502  | Krokorok           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 503  | Crocalor           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 504  | Inkay              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 505  | Zorua-Hisui        |  0.00000% | 24     |  0.005% | 10     |  0.004% | 
 | 506  | Pyroar             |  0.00000% | 27     |  0.005% | 11     |  0.005% | 
 | 507  | Oricorio-Pa'u      |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 508  | Grookey            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 509  | Slowpoke-Galar     |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 510  | Gurdurr            |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 511  | Tauros-Paldea-Combat |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 512  | Cubchoo            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 513  | Morgrem            |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 514  | Vigoroth           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 515  | Fraxure            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 516  | Rowlet             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 517  | Cacnea             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 518  | Grotle             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 519  | Hattrem            |  0.00000% | 4      |  0.001% | 0      |  0.000% | 
 | 520  | Gumshoos           |  0.00000% | 7      |  0.001% | 0      |  0.000% | 
 | 521  | Metang             |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 522  | Hoothoot           |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 523  | Servine            |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 524  | Deino              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 525  | Frogadier          |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 526  | Carkol             |  0.00000% | 8      |  0.002% | 0      |  0.000% | 
 | 527  | Squirtle           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 528  | Zweilous           |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 529  | Kirlia             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 530  | Cutiefly           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 531  | Larvesta           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 532  | Treecko            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 533  | Luvdisc            |  0.00000% | 5      |  0.001% | 3      |  0.001% | 
 | 534  | Oinkologne-F       |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 535  | Marill             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 536  | Vulpix             |  0.00000% | 5      |  0.001% | 3      |  0.001% | 
 | 537  | Sobble             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 538  | Larvitar           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 539  | Dolliv             |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 540  | Sprigatito         |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 541  | Spewpa             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 542  | Magnemite          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 543  | Ducklett           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 544  | Pineco             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 545  | Hippopotas         |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 546  | Chingling          |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 547  | Croagunk           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 548  | Swablu             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 549  | Gible              |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 550  | Finizen            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 551  | Voltorb            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 552  | Snom               |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 553  | Chimchar           |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 554  | Charmander         |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 555  | Bagon              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 556  | Charmeleon         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 557  | Gabite             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 558  | Quilladin          |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 559  | Wiglett            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 560  | Noctowl            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 561  | Samurott           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 